product_id,product_name,category_id,seller_id,supplier_id,brand,product_description,warranty_period,unit_price,stock_quantity
11767,Willowmere Tablets Flex,16,4136,334,Willowmere,"High quality tablets from Willowmere, built for everyday reliability.",12.0,132.65,4415
11768,Vivex Cookware Studio,18,4387,1027,Vivex,"High quality cookware from Vivex, built for everyday reliability.",36.0,1021.49,332
11769,Beacon Dairy Studio,52,6734,720,Beacon,"High quality dairy from Beacon, built for everyday reliability.",24.0,1905.08,1171
11770,Fenwick Bakery Classic,53,3278,612,Fenwick,"High quality bakery from Fenwick, built for everyday reliability.",6.0,1292.46,4876
11771,Alderwood Fragrances Essential,42,4446,528,Alderwood,,18.0,786.26,2730
11772,Nordwell Fitness Equipment Mini,29,3298,370,Nordwell,"High quality fitness equipment from Nordwell, built for everyday reliability.",18.0,1039.85,3831
11773,Kairo Smartwatches Ultra,17,3787,576,Kairo,"High quality smartwatches from Kairo, built for everyday reliability.",6.0,884.11,75
11774,Crestview Smartphones Classic,11,3025,272,Crestview,"High quality smartphones from Crestview, built for everyday reliability.",24.0,685.73,1471
11775,Willowmere Cookware Edition,18,3460,1435,Willowmere,"High quality cookware from Willowmere, built for everyday reliability.",12.0,1894.65,3751
11776,Alderwood Headphones Lite,13,2216,371,Alderwood,"High quality headphones from Alderwood, built for everyday reliability.",12.0,1223.42,4130
11777,Cascadia Laptops Studio,12,3481,904,Cascadia,"High quality laptops from Cascadia, built for everyday reliability.",24.0,1599.66,223
11778,Crestview Tablets Prime,16,6194,1404,Crestview,"High quality tablets from Crestview, built for everyday reliability.",12.0,1256.46,4402
11779,Alto Footwear Edition,26,612,1291,Alto,"High quality footwear from Alto, built for everyday reliability.",12.0,343.52,2461
11780,Halcyon Men's Clothing Neo,24,4274,70,Halcyon,"High quality men's clothing from Halcyon, built for everyday reliability.",24.0,1050.76,2120
11781,Beacon Cycling Plus,31,6142,369,Beacon,"High quality cycling from Beacon, built for everyday reliability.",12.0,1495.03,4222
11782,Kairo Team Sports Air,32,6586,82,Kairo,"High quality team sports from Kairo, built for everyday reliability.",36.0,701.34,575
11783,Fenwick Educational Edition,48,122,801,Fenwick,,24.0,1022.03,936
11784,Fenwick Non-Fiction Max,35,2987,833,Fenwick,"High quality non-fiction from Fenwick, built for everyday reliability.",18.0,1300.93,178
11785,Solace Cycling Classic,31,5148,1357,Solace,"High quality cycling from Solace, built for everyday reliability.",36.0,880.49,1890
11786,Solace Accessories Neo,27,5784,1145,Solace,,18.0,949.62,4220
11787,Vivex Cameras Max,14,6632,1287,Vivex,"High quality cameras from Vivex, built for everyday reliability.",18.0,864.43,3913
11788,Willowmere Makeup 2.0,41,7468,913,Willowmere,"High quality makeup from Willowmere, built for everyday reliability.",6.0,1784.93,2390
11789,Ironclad Cameras Flex,14,3281,1325,Ironclad,"High quality cameras from Ironclad, built for everyday reliability.",36.0,222.26,2541
11790,Marlowe Non-Fiction Edition,35,1271,1199,,,12.0,381.78,3744
11791,Brightline Smartphones One,11,3426,696,Brightline,"High quality smartphones from Brightline, built for everyday reliability.",36.0,136.61,3350
11792,Kairo Headphones Go,13,4250,1350,,,6.0,1053.43,1245
11793,Alto Lighting Plus,22,7382,1100,Alto,"High quality lighting from Alto, built for everyday reliability.",6.0,1568.7,1649
11794,Marlowe Storage Classic,21,133,969,Marlowe,"High quality storage from Marlowe, built for everyday reliability.",12.0,1006.77,3063
11795,Statik Bakery Studio,53,217,654,Statik,"High quality bakery from Statik, built for everyday reliability.",,1851.44,633
11796,Alto Haircare Pro,40,1832,861,Alto,"High quality haircare from Alto, built for everyday reliability.",,1875.42,2211
11797,Brightline Motorbike Accessories Classic,55,7604,1483,Brightline,"High quality motorbike accessories from Brightline, built for everyday reliability.",36.0,67.99,1227
11798,Alto Televisions Neo,15,6842,1202,Alto,"High quality televisions from Alto, built for everyday reliability.",18.0,1768.65,863
11799,Brightline Televisions Neo,15,1880,1443,Brightline,"High quality televisions from Brightline, built for everyday reliability.",24.0,1522.52,2713
11800,Crestview Makeup Core,41,1529,5,Crestview,"High quality makeup from Crestview, built for everyday reliability.",24.0,1200.94,2136
11801,Rosewood Car Accessories Pro,54,6092,80,Rosewood,"High quality car accessories from Rosewood, built for everyday reliability.",36.0,1098.49,4030
11802,Pinehurst Laptops Lite,12,6236,359,Pinehurst,"High quality laptops from Pinehurst, built for everyday reliability.",24.0,813.16,3637
11803,Alto Storage Essential,21,2764,1196,Alto,"High quality storage from Alto, built for everyday reliability.",24.0,657.44,2588
11804,Crestview Men's Clothing Ultra,24,2646,493,Crestview,"High quality men's clothing from Crestview, built for everyday reliability.",6.0,649.34,3173
11805,Novara Grooming Studio,43,7916,570,Novara,"High quality grooming from Novara, built for everyday reliability.",36.0,1645.83,4093
11806,Solace Educational Flex,48,4776,465,Solace,"High quality educational from Solace, built for everyday reliability.",6.0,1088.52,1412
11807,Beacon Footwear Plus,26,1711,894,Beacon,"High quality footwear from Beacon, built for everyday reliability.",12.0,1157.74,1645
11808,Cascadia Car Accessories Flex,54,3523,890,Cascadia,,12.0,183.3,1255
11809,Ironclad Cookware Edition,18,2571,702,Ironclad,"High quality cookware from Ironclad, built for everyday reliability.",12.0,846.05,1690
11810,Verdant Furniture Series X,60,1295,1474,Verdant,"High quality furniture from Verdant, built for everyday reliability.",18.0,337.34,1396
11811,Lumen Grooming Edition,43,3613,1315,Lumen,"High quality grooming from Lumen, built for everyday reliability.",36.0,208.73,4306
11812,Novara Action Figures Mini,44,1616,632,Novara,"High quality action figures from Novara, built for everyday reliability.",12.0,760.29,4388
11813,Vivex Team Sports Classic,32,2555,478,Vivex,"High quality team sports from Vivex, built for everyday reliability.",,862.15,3951
11814,Pinehurst Camping Gear Edition,30,3571,1190,Pinehurst,"High quality camping gear from Pinehurst, built for everyday reliability.",6.0,1628.27,1236
11815,Ironclad Tools Max,56,5217,174,Ironclad,"High quality tools from Ironclad, built for everyday reliability.",18.0,1744.36,4912
11816,Kestrel Snacks Ultra,49,419,1428,Kestrel,,24.0,775.82,3884
11817,Cascadia Smartwatches Ultra,17,4031,1127,Cascadia,"High quality smartwatches from Cascadia, built for everyday reliability.",,1668.17,2164
11818,Statik Televisions Mini,15,4950,1002,Statik,"High quality televisions from Statik, built for everyday reliability.",12.0,40.21,3150
11819,Halcyon Headphones Core,13,5521,871,Halcyon,"High quality headphones from Halcyon, built for everyday reliability.",6.0,453.54,553
11820,Kairo Car Accessories Flex,54,1281,722,Kairo,"High quality car accessories from Kairo, built for everyday reliability.",6.0,648.68,4329
11821,Nordwell Storage Series X,21,5479,1198,Nordwell,"High quality storage from Nordwell, built for everyday reliability.",6.0,845.76,524
11822,Vivex Fiction Ultra,34,7968,827,Vivex,"High quality fiction from Vivex, built for everyday reliability.",12.0,994.04,1439
11823,Fenwick Board Games Plus,45,5832,113,Fenwick,"High quality board games from Fenwick, built for everyday reliability.",,1942.2,997
11824,Ironclad Dairy Air,52,4847,443,Ironclad,"High quality dairy from Ironclad, built for everyday reliability.",6.0,1199.32,2398
11825,Rosewood Grooming Neo,43,4984,927,Rosewood,"High quality grooming from Rosewood, built for everyday reliability.",24.0,1264.8,3689
11826,Crestview Smartwatches Elite,17,2809,219,Crestview,"High quality smartwatches from Crestview, built for everyday reliability.",18.0,909.76,4360
11827,Rosewood Bakery Pro,53,3210,1200,Rosewood,"High quality bakery from Rosewood, built for everyday reliability.",12.0,1606.68,1384
11828,Ironclad Staples Plus,51,5838,230,Ironclad,,12.0,1763.02,745
11829,Halcyon Board Games Studio,45,3471,462,Halcyon,"High quality board games from Halcyon, built for everyday reliability.",36.0,1484.93,1771
11830,Beacon Cameras Ultra,14,5797,550,Beacon,"High quality cameras from Beacon, built for everyday reliability.",18.0,719.99,973
11831,Trueform Fiction Series X,34,3317,1435,Trueform,,18.0,1640.11,1519
11832,Brightline Camping Gear Ultra,30,4625,603,Brightline,"High quality camping gear from Brightline, built for everyday reliability.",18.0,1426.47,4817
11833,Pinehurst Printers Series X,59,3653,1082,Pinehurst,"High quality printers from Pinehurst, built for everyday reliability.",18.0,1508.05,910
11834,Vivex Puzzles Prime,46,5007,1345,Vivex,"High quality puzzles from Vivex, built for everyday reliability.",24.0,133.76,653
11835,Fenwick Academic Lite,38,4268,855,Fenwick,"High quality academic from Fenwick, built for everyday reliability.",,1365.55,2666
11836,Pinehurst Fiction Neo,34,2466,969,Pinehurst,,12.0,824.76,1193
11837,Kairo Team Sports 2.0,32,6785,457,Kairo,"High quality team sports from Kairo, built for everyday reliability.",36.0,1110.55,274
11838,Beacon Lighting Classic,22,7989,1089,Beacon,"High quality lighting from Beacon, built for everyday reliability.",6.0,824.55,1743
11839,Willowmere Team Sports Classic,32,1311,332,Willowmere,"High quality team sports from Willowmere, built for everyday reliability.",6.0,1567.3,2839
11840,Kairo Dairy Go,52,6653,991,Kairo,"High quality dairy from Kairo, built for everyday reliability.",36.0,1670.11,2266
11841,Solace Skincare Go,39,4309,550,Solace,"High quality skincare from Solace, built for everyday reliability.",36.0,320.77,3548
11842,Vivex Footwear Prime,26,7727,73,Vivex,"High quality footwear from Vivex, built for everyday reliability.",18.0,906.97,666
11843,Kairo Tablets 2.0,16,2373,864,Kairo,"High quality tablets from Kairo, built for everyday reliability.",,537.3,89
11844,Statik Storage Studio,21,561,286,Statik,"High quality storage from Statik, built for everyday reliability.",12.0,1223.56,2245
11845,Kairo Tablets Series X,16,1438,462,Kairo,,24.0,1566.23,1206
11846,Nordwell Yoga Core,33,6323,562,Nordwell,"High quality yoga from Nordwell, built for everyday reliability.",24.0,806.51,4361
11847,Cascadia Outdoor Toys One,47,1948,1333,Cascadia,"High quality outdoor toys from Cascadia, built for everyday reliability.",12.0,1627.44,1078
11848,Northgate Smartphones Plus,11,542,154,Northgate,"High quality smartphones from Northgate, built for everyday reliability.",,1434.95,3567
11849,Kestrel Fitness Equipment Flex,29,7611,640,Kestrel,"High quality fitness equipment from Kestrel, built for everyday reliability.",12.0,573.13,4876
11850,Statik Comics Essential,37,3168,1331,Statik,"High quality comics from Statik, built for everyday reliability.",24.0,1066.43,827
11851,Vivex Dairy Neo,52,4940,1104,Vivex,,,441.0,3031
11852,Solace Fitness Equipment Plus,29,6572,755,Solace,"High quality fitness equipment from Solace, built for everyday reliability.",36.0,1937.19,1006
11853,Nordwell Smartwatches Go,17,7998,222,Nordwell,"High quality smartwatches from Nordwell, built for everyday reliability.",6.0,225.55,4452
11854,Vivex Smartwatches Mini,17,6900,574,Vivex,"High quality smartwatches from Vivex, built for everyday reliability.",18.0,175.42,2677
11855,Lumen Outdoor Toys Air,47,6874,398,Lumen,"High quality outdoor toys from Lumen, built for everyday reliability.",36.0,1503.84,4726
11856,Vivex Yoga One,33,7521,714,Vivex,"High quality yoga from Vivex, built for everyday reliability.",24.0,519.74,4624
11857,Trueform Tools Studio,56,7519,240,Trueform,"High quality tools from Trueform, built for everyday reliability.",12.0,1388.83,1048
11858,Pinehurst Motorbike Accessories Plus,55,1227,1444,Pinehurst,"High quality motorbike accessories from Pinehurst, built for everyday reliability.",6.0,1542.69,2246
11859,Statik Stationery Pro,58,5866,525,Statik,"High quality stationery from Statik, built for everyday reliability.",36.0,405.79,984
11860,Halcyon Storage Air,21,4038,194,Halcyon,"High quality storage from Halcyon, built for everyday reliability.",12.0,190.04,4425
11861,Northgate Stationery Ultra,58,1308,887,Northgate,"High quality stationery from Northgate, built for everyday reliability.",36.0,1085.47,3351
11862,Willowmere Cycling Studio,31,3379,1023,Willowmere,"High quality cycling from Willowmere, built for everyday reliability.",24.0,1947.95,180
11863,Vivex Educational Air,48,2527,1200,Vivex,"High quality educational from Vivex, built for everyday reliability.",24.0,278.72,1330
11864,Willowmere Tyres & Wheels Lite,57,6797,103,Willowmere,"High quality tyres & wheels from Willowmere, built for everyday reliability.",24.0,1425.95,273
11865,Nordwell Fragrances Lite,42,5756,954,Nordwell,"High quality fragrances from Nordwell, built for everyday reliability.",,31.68,2265
11866,Ironclad Furniture Series X,19,3923,602,Ironclad,"High quality furniture from Ironclad, built for everyday reliability.",,1777.34,1143
11867,Statik Lighting Mini,22,7749,111,Statik,"High quality lighting from Statik, built for everyday reliability.",12.0,448.99,4614
11868,Nordwell Tablets Core,16,7744,1236,Nordwell,"High quality tablets from Nordwell, built for everyday reliability.",6.0,602.51,2083
11869,Beacon Cookware Go,18,7253,1011,Beacon,"High quality cookware from Beacon, built for everyday reliability.",24.0,1441.86,4346
11870,Cascadia Men's Clothing Lite,24,956,881,Cascadia,"High quality men's clothing from Cascadia, built for everyday reliability.",24.0,1203.87,1610
11871,Kairo Furniture Neo,19,3987,1301,Kairo,"High quality furniture from Kairo, built for everyday reliability.",36.0,1162.52,4192
11872,Willowmere Furniture Lite,60,7515,686,Willowmere,"High quality furniture from Willowmere, built for everyday reliability.",36.0,1246.72,3673
11873,Marlowe Men's Clothing Max,24,6754,240,Marlowe,,12.0,1004.39,4037
11874,Nordwell Educational Air,48,4542,749,Nordwell,"High quality educational from Nordwell, built for everyday reliability.",24.0,1107.0,1442
11875,Ironclad Televisions Flex,15,3472,1448,Ironclad,,18.0,992.24,2973
11876,Alderwood Fitness Equipment Go,29,6231,539,Alderwood,"High quality fitness equipment from Alderwood, built for everyday reliability.",18.0,1753.54,4667
11877,Statik Motorbike Accessories Elite,55,3408,487,Statik,"High quality motorbike accessories from Statik, built for everyday reliability.",18.0,1769.27,1662
11878,Beacon Cycling 2.0,31,1167,1445,Beacon,"High quality cycling from Beacon, built for everyday reliability.",6.0,684.03,1941
11879,Alderwood Skincare Air,39,4288,722,Alderwood,"High quality skincare from Alderwood, built for everyday reliability.",18.0,152.27,276
11880,Alto Headphones Neo,13,3363,734,Alto,"High quality headphones from Alto, built for everyday reliability.",24.0,329.81,467
11881,Novara Accessories Flex,27,1038,577,Novara,"High quality accessories from Novara, built for everyday reliability.",36.0,414.95,3286
11882,Lumen Dairy Neo,52,2499,1450,Lumen,"High quality dairy from Lumen, built for everyday reliability.",18.0,1644.01,2784
11883,Beacon Educational Prime,48,1391,558,Beacon,"High quality educational from Beacon, built for everyday reliability.",12.0,1038.14,2316
11884,Alderwood Non-Fiction Elite,35,3317,533,Alderwood,"High quality non-fiction from Alderwood, built for everyday reliability.",18.0,167.22,394
11885,Kestrel Smartwatches Plus,17,1259,862,Kestrel,"High quality smartwatches from Kestrel, built for everyday reliability.",,1867.92,3622
11886,Kestrel Laptops Lite,12,5289,562,Kestrel,,36.0,608.54,4337
11887,Statik Children's Books 2.0,36,6869,1195,Statik,"High quality children's books from Statik, built for everyday reliability.",6.0,807.98,1015
11888,Crestview Children's Books Lite,36,3934,454,Crestview,"High quality children's books from Crestview, built for everyday reliability.",18.0,1501.37,2139
11889,Halcyon Tablets Core,16,7068,598,,"High quality tablets from Halcyon, built for everyday reliability.",12.0,1513.35,2447
11890,Northgate Board Games One,45,793,496,Northgate,"High quality board games from Northgate, built for everyday reliability.",12.0,871.81,4563
11891,Kairo Dairy Core,52,596,1299,Kairo,"High quality dairy from Kairo, built for everyday reliability.",6.0,368.21,275
11892,Crestview Cookware Go,18,2436,184,Crestview,"High quality cookware from Crestview, built for everyday reliability.",,1110.26,3166
11893,Alto Motorbike Accessories Ultra,55,5687,1457,Alto,"High quality motorbike accessories from Alto, built for everyday reliability.",,1495.8,1571
11894,Solace Fiction Max,34,1403,19,Solace,"High quality fiction from Solace, built for everyday reliability.",24.0,356.98,2820
11895,Crestview Grooming Series X,43,5529,500,Crestview,"High quality grooming from Crestview, built for everyday reliability.",36.0,1256.71,2821
11896,Rosewood Fragrances Neo,42,3251,1478,Rosewood,"High quality fragrances from Rosewood, built for everyday reliability.",6.0,1392.84,1902
11897,Lumen Cookware Ultra,18,1270,1009,Lumen,"High quality cookware from Lumen, built for everyday reliability.",6.0,110.8,3458
11898,Vivex Action Figures Series X,44,5969,633,Vivex,"High quality action figures from Vivex, built for everyday reliability.",6.0,1090.59,2636
11899,Crestview Children's Books Core,36,5165,317,Crestview,"High quality children's books from Crestview, built for everyday reliability.",24.0,935.07,191
11900,Pinehurst Fitness Equipment Max,29,4139,201,Pinehurst,"High quality fitness equipment from Pinehurst, built for everyday reliability.",24.0,1745.03,161
11901,Beacon Car Accessories Series X,54,5389,229,Beacon,"High quality car accessories from Beacon, built for everyday reliability.",12.0,1167.37,575
11902,Ironclad Comics Max,37,4356,39,,"High quality comics from Ironclad, built for everyday reliability.",12.0,864.07,3871
11903,Fenwick Staples Essential,51,4300,210,Fenwick,"High quality staples from Fenwick, built for everyday reliability.",24.0,1508.09,146
11904,Kairo Women's Clothing One,25,993,1290,Kairo,"High quality women's clothing from Kairo, built for everyday reliability.",6.0,923.44,4864
11905,Vivex Bedding Flex,20,5095,66,Vivex,"High quality bedding from Vivex, built for everyday reliability.",,1657.75,4501
11906,Statik Tools Air,56,6554,446,Statik,"High quality tools from Statik, built for everyday reliability.",6.0,1493.57,1542
11907,Crestview Dairy Max,52,4271,1303,Crestview,"High quality dairy from Crestview, built for everyday reliability.",6.0,629.04,1591
11908,Rosewood Cookware Neo,18,3329,509,Rosewood,"High quality cookware from Rosewood, built for everyday reliability.",18.0,140.67,1238
11909,Northgate Haircare Pro,40,5880,526,Northgate,"High quality haircare from Northgate, built for everyday reliability.",,214.39,2467
11910,Statik Children's Books Flex,36,2824,75,,"High quality children's books from Statik, built for everyday reliability.",6.0,1615.42,2517
11911,Brightline Men's Clothing Ultra,24,2112,1260,Brightline,"High quality men's clothing from Brightline, built for everyday reliability.",36.0,1594.6,4412
11912,Rosewood Dairy Ultra,52,4068,532,Rosewood,,12.0,7.05,2282
11913,Solace Snacks 2.0,49,1179,1001,Solace,"High quality snacks from Solace, built for everyday reliability.",6.0,1930.84,3580
11914,Rosewood Organizers Mini,61,7898,1010,Rosewood,,36.0,1787.07,187
11915,Ironclad Bags Pro,28,5236,1047,Ironclad,"High quality bags from Ironclad, built for everyday reliability.",24.0,490.96,2384
11916,Zentra Smartwatches Flex,17,1189,875,Zentra,,6.0,249.86,4638
11917,Solace Makeup 2.0,41,7939,704,Solace,"High quality makeup from Solace, built for everyday reliability.",12.0,379.76,1036
11918,Rosewood Lighting One,22,171,1316,Rosewood,"High quality lighting from Rosewood, built for everyday reliability.",,1114.98,1830
11919,Northgate Stationery Lite,58,7889,287,Northgate,"High quality stationery from Northgate, built for everyday reliability.",36.0,1780.38,919
11920,Solace Car Accessories Go,54,5647,854,Solace,,18.0,1363.65,4937
11921,Northgate Tyres & Wheels Air,57,3283,1112,Northgate,"High quality tyres & wheels from Northgate, built for everyday reliability.",24.0,1912.52,2454
11922,Brightline Fitness Equipment Classic,29,1571,870,Brightline,"High quality fitness equipment from Brightline, built for everyday reliability.",18.0,1838.92,4496
11923,Trueform Outdoor Toys Neo,47,5600,1424,Trueform,"High quality outdoor toys from Trueform, built for everyday reliability.",6.0,713.6,2294
11924,Solace Cycling Ultra,31,2841,339,Solace,"High quality cycling from Solace, built for everyday reliability.",12.0,782.16,62
11925,Vivex Organizers Essential,61,5341,1473,Vivex,"High quality organizers from Vivex, built for everyday reliability.",24.0,200.08,613
11926,Rosewood Academic Neo,38,5743,1429,Rosewood,"High quality academic from Rosewood, built for everyday reliability.",,455.88,2570
11927,Novara Outdoor Toys Essential,47,2870,12,Novara,"High quality outdoor toys from Novara, built for everyday reliability.",12.0,1587.72,2134
11928,Ironclad Organizers Studio,61,154,873,Ironclad,"High quality organizers from Ironclad, built for everyday reliability.",6.0,319.78,2365
11929,Kestrel Makeup Prime,41,5968,538,Kestrel,"High quality makeup from Kestrel, built for everyday reliability.",,1842.34,2265
11930,Novara Fiction Max,34,6543,845,Novara,"High quality fiction from Novara, built for everyday reliability.",12.0,366.54,135
11931,Cascadia Grooming Plus,43,5998,810,Cascadia,"High quality grooming from Cascadia, built for everyday reliability.",18.0,1258.03,3322
11932,Alto Headphones Prime,13,3380,314,Alto,,12.0,345.56,1883
11933,Solace Cleaning Supplies Studio,23,5093,660,Solace,"High quality cleaning supplies from Solace, built for everyday reliability.",18.0,1493.82,3568
11934,Brightline Comics Classic,37,4376,812,Brightline,"High quality comics from Brightline, built for everyday reliability.",6.0,792.54,1847
11935,Solace Furniture Lite,60,178,1177,Solace,"High quality furniture from Solace, built for everyday reliability.",6.0,1126.1,679
11936,Ironclad Furniture Essential,19,3742,165,Ironclad,"High quality furniture from Ironclad, built for everyday reliability.",6.0,1471.66,2059
11937,Fenwick Educational Air,48,412,149,,"High quality educational from Fenwick, built for everyday reliability.",24.0,1834.62,246
11938,Verdant Tablets Max,16,972,376,Verdant,"High quality tablets from Verdant, built for everyday reliability.",12.0,92.22,4345
11939,Beacon Storage Neo,21,3497,115,Beacon,"High quality storage from Beacon, built for everyday reliability.",,1417.5,3425
11940,Trueform Action Figures Air,44,2049,672,Trueform,"High quality action figures from Trueform, built for everyday reliability.",18.0,466.68,4460
11941,Crestview Tablets Mini,16,543,89,,,18.0,1863.34,2545
11942,Novara Lighting Essential,22,4608,368,Novara,"High quality lighting from Novara, built for everyday reliability.",12.0,1228.33,4320
11943,Alderwood Action Figures Prime,44,2284,683,Alderwood,"High quality action figures from Alderwood, built for everyday reliability.",,1933.23,3629
11944,Beacon Tyres & Wheels Go,57,2865,1199,Beacon,"High quality tyres & wheels from Beacon, built for everyday reliability.",36.0,42.91,335
11945,Kairo Laptops Mini,12,2275,137,Kairo,"High quality laptops from Kairo, built for everyday reliability.",12.0,174.76,4603
11946,Novara Bags Max,28,1054,863,Novara,"High quality bags from Novara, built for everyday reliability.",36.0,1159.77,1115
11947,Brightline Cookware Lite,18,3938,761,Brightline,"High quality cookware from Brightline, built for everyday reliability.",6.0,1962.58,2469
11948,Verdant Comics Prime,37,1841,397,Verdant,"High quality comics from Verdant, built for everyday reliability.",12.0,413.79,2071
11949,Zentra Action Figures Flex,44,1980,531,Zentra,"High quality action figures from Zentra, built for everyday reliability.",12.0,1382.31,4261
11950,Beacon Non-Fiction Prime,35,5876,73,Beacon,"High quality non-fiction from Beacon, built for everyday reliability.",18.0,1002.14,2769
11951,Crestview Accessories Ultra,27,2866,211,Crestview,"High quality accessories from Crestview, built for everyday reliability.",24.0,275.12,3818
11952,Verdant Cameras Mini,14,1032,644,Verdant,"High quality cameras from Verdant, built for everyday reliability.",36.0,1344.9,4513
11953,Cascadia Team Sports Studio,32,5499,154,Cascadia,"High quality team sports from Cascadia, built for everyday reliability.",18.0,463.4,158
11954,Novara Beverages Classic,50,6985,752,Novara,"High quality beverages from Novara, built for everyday reliability.",6.0,1529.57,994
11955,Pinehurst Board Games Studio,45,1845,610,Pinehurst,"High quality board games from Pinehurst, built for everyday reliability.",36.0,1189.21,965
11956,Pinehurst Headphones Mini,13,1477,558,Pinehurst,"High quality headphones from Pinehurst, built for everyday reliability.",24.0,1273.83,3041
11957,Pinehurst Men's Clothing Pro,24,1339,481,Pinehurst,"High quality men's clothing from Pinehurst, built for everyday reliability.",12.0,1213.59,3121
11958,Brightline Makeup Air,41,7275,524,Brightline,"High quality makeup from Brightline, built for everyday reliability.",6.0,621.57,2046
11959,Lumen Comics Core,37,931,743,Lumen,"High quality comics from Lumen, built for everyday reliability.",18.0,516.9,3379
11960,Fenwick Footwear Lite,26,4071,755,,"High quality footwear from Fenwick, built for everyday reliability.",6.0,716.46,4962
11961,Beacon Bags Lite,28,1759,1400,Beacon,"High quality bags from Beacon, built for everyday reliability.",24.0,1147.42,4741
11962,Pinehurst Board Games One,45,6287,731,Pinehurst,"High quality board games from Pinehurst, built for everyday reliability.",18.0,81.27,2182
11963,Marlowe Footwear Prime,26,7023,1338,Marlowe,"High quality footwear from Marlowe, built for everyday reliability.",36.0,1695.2,3349
11964,Brightline Academic Neo,38,5082,1484,Brightline,"High quality academic from Brightline, built for everyday reliability.",18.0,1737.31,3104
11965,Lumen Organizers Lite,61,7064,78,Lumen,"High quality organizers from Lumen, built for everyday reliability.",,886.89,1668
11966,Statik Tools Mini,56,3193,958,Statik,"High quality tools from Statik, built for everyday reliability.",36.0,1885.88,1173
11967,Rosewood Printers Edition,59,7425,1122,Rosewood,"High quality printers from Rosewood, built for everyday reliability.",6.0,1375.1,4471
11968,Verdant Footwear Neo,26,6492,534,Verdant,"High quality footwear from Verdant, built for everyday reliability.",12.0,446.67,4749
11969,Verdant Puzzles Classic,46,1310,1247,Verdant,"High quality puzzles from Verdant, built for everyday reliability.",6.0,1773.75,4879
11970,Ironclad Puzzles Edition,46,1571,352,Ironclad,"High quality puzzles from Ironclad, built for everyday reliability.",6.0,1855.42,2923
11971,Northgate Makeup Go,41,2140,1283,Northgate,"High quality makeup from Northgate, built for everyday reliability.",12.0,1144.73,3933
11972,Solace Smartphones Go,11,1559,894,,"High quality smartphones from Solace, built for everyday reliability.",12.0,354.42,1106
11973,Verdant Women's Clothing One,25,7223,1156,Verdant,"High quality women's clothing from Verdant, built for everyday reliability.",6.0,1555.17,83
11974,Pinehurst Fragrances Flex,42,1131,199,,"High quality fragrances from Pinehurst, built for everyday reliability.",,851.2,698
11975,Zentra Printers 2.0,59,2176,572,Zentra,"High quality printers from Zentra, built for everyday reliability.",6.0,1136.47,32
11976,Lumen Lighting Series X,22,1051,267,Lumen,"High quality lighting from Lumen, built for everyday reliability.",24.0,14.1,4263
11977,Marlowe Motorbike Accessories Plus,55,3918,111,Marlowe,"High quality motorbike accessories from Marlowe, built for everyday reliability.",36.0,260.89,1070
11978,Lumen Snacks Studio,49,1998,839,Lumen,"High quality snacks from Lumen, built for everyday reliability.",24.0,1666.54,1617
11979,Alto Cookware One,18,5985,53,Alto,"High quality cookware from Alto, built for everyday reliability.",6.0,1887.52,193
11980,Alderwood Accessories Lite,27,4024,563,Alderwood,"High quality accessories from Alderwood, built for everyday reliability.",18.0,1256.28,406
11981,Statik Footwear Edition,26,4804,186,Statik,"High quality footwear from Statik, built for everyday reliability.",24.0,309.33,2057
11982,Halcyon Smartphones Air,11,4490,1482,Halcyon,"High quality smartphones from Halcyon, built for everyday reliability.",,782.4,3632
11983,Statik Camping Gear Essential,30,996,923,Statik,"High quality camping gear from Statik, built for everyday reliability.",6.0,1907.69,549
11984,Kairo Cycling Prime,31,7462,389,Kairo,"High quality cycling from Kairo, built for everyday reliability.",6.0,483.0,376
11985,Fenwick Haircare Essential,40,1239,1195,Fenwick,"High quality haircare from Fenwick, built for everyday reliability.",,581.12,4170
11986,Crestview Fragrances Go,42,1880,1206,Crestview,"High quality fragrances from Crestview, built for everyday reliability.",36.0,838.06,3002
11987,Solace Haircare Elite,40,4524,1044,Solace,"High quality haircare from Solace, built for everyday reliability.",12.0,39.03,3006
11988,Cascadia Tyres & Wheels Series X,57,4403,1500,Cascadia,"High quality tyres & wheels from Cascadia, built for everyday reliability.",36.0,388.91,3166
11989,Trueform Team Sports Series X,32,1347,1116,Trueform,"High quality team sports from Trueform, built for everyday reliability.",18.0,1733.65,3077
11990,Fenwick Bags Series X,28,4839,706,Fenwick,"High quality bags from Fenwick, built for everyday reliability.",12.0,1716.02,3744
11991,Kestrel Stationery Max,58,6011,1269,Kestrel,"High quality stationery from Kestrel, built for everyday reliability.",24.0,446.31,251
11992,Brightline Storage Max,21,7774,949,Brightline,"High quality storage from Brightline, built for everyday reliability.",24.0,509.04,3144
11993,Ironclad Outdoor Toys Ultra,47,2838,251,Ironclad,"High quality outdoor toys from Ironclad, built for everyday reliability.",36.0,1074.99,3215
11994,Novara Furniture Max,60,1087,484,Novara,"High quality furniture from Novara, built for everyday reliability.",36.0,1622.48,2704
11995,Lumen Organizers Mini,61,1486,706,Lumen,"High quality organizers from Lumen, built for everyday reliability.",18.0,569.48,4348
11996,Solace Non-Fiction Max,35,1548,766,Solace,"High quality non-fiction from Solace, built for everyday reliability.",6.0,177.81,216
